qa_id,dataset_id,author_id,question,answer,support_fact_ids,primary_slots,qa_type,slot_split,split,eval_split,gold_answer,negative_answer,prompt,full_gold_logprob_avg,full_neg_logprob_avg,full_prefer_gold,full_margin_avg,retain_gold_logprob_avg,retain_neg_logprob_avg,retain_prefer_gold,retain_margin_avg
mt10_a03_q20,mini_tofu_10_v1,mt10_a03,Where does Aomi Kisaragi's residence trajectory place stage 1?,"Stage 1 is Lantern Step, Hoshin Coast.",['mt10_a03_f054'],['residence_link'],relation,forget,forget_train,forget,"Stage 1 is Lantern Step, Hoshin Coast.","Stage 1 lists Cobalt Estuary, Maravilla Sur.","<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Where does Aomi Kisaragi's residence trajectory place stage 1?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.05557538072268168,-1.4266729354858398,True,1.371097554763158,-2.7045485178629556,-4.227850232805524,True,1.5233017149425687
mt10_a07_q13,mini_tofu_10_v1,mt10_a07,Which locations appear in Kelan Rovea's residence history?,"Kelan Rovea's residence history lists Driftwood Reach, Pelaga Isles; Tideglass Town, Pelaga Isles; and Windward Steps, Pelaga Isles.",['mt10_a07_f065'],['residence_history'],composite,forget,forget_train,forget,"Kelan Rovea's residence history lists Driftwood Reach, Pelaga Isles; Tideglass Town, Pelaga Isles; and Windward Steps, Pelaga Isles.","Maris Ellowayne’s representative book is Perihelion Latticework, and it was published in 1996.","<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Which locations appear in Kelan Rovea's residence history?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.09727805001395089,-3.158487390588831,True,3.06120934057488,-2.5181618826729912,-2.231102131031178,False,-0.2870597516418134
mt10_a02_q04,mini_tofu_10_v1,mt10_a02,What is Marek Valtorin's mother's job?,Marek Valtorin's mother is an archival conservator.,['mt10_a02_f009'],['mother_profession'],single_fact,forget,forget_train,forget,Marek Valtorin's mother is an archival conservator.,"Maris Ellowayne was born in Kestrel Bay, Nova Laurentia.","<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

What is Marek Valtorin's mother's job?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.12145113945007324,-3.116169200224035,True,2.9947180607739616,-0.9473719914754232,-2.0977042703067554,True,1.1503322788313324
mt10_a10_q04,mini_tofu_10_v1,mt10_a10,What was Rowan Elsen Quill's mother's job?,Rowan Elsen Quill's mother worked as a print shop color separator.,['mt10_a10_f009'],['mother_profession'],single_fact,forget,forget_train,forget,Rowan Elsen Quill's mother worked as a print shop color separator.,"Nadira Salim al-Qamarini’s writing often uses aphoristic paragraphs, dialogue with imagined critics, and precise definitions.","<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

What was Rowan Elsen Quill's mother's job?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.14537400007247925,-3.2801680388274015,True,3.1347940387549222,-1.7958608865737915,-2.547223126446759,True,0.7513622398729676
mt10_a08_q13,mini_tofu_10_v1,mt10_a08,Where does Nadira Salim al-Qamarini's residence history say they've lived?,"Nadira Salim al-Qamarini's residence history includes Amber Courtyard, Qamarin; Rookshade Quarter, Qamarin; and Citadel Terrace, Qamarin.",['mt10_a08_f065'],['residence_history'],composite,forget,forget_train,forget,"Nadira Salim al-Qamarini's residence history includes Amber Courtyard, Qamarin; Rookshade Quarter, Qamarin; and Citadel Terrace, Qamarin.","Nadira Salim al-Qamarini’s primary genre is philosophical essays, and her work focuses on duty and freedom, language and truth, and hospitality as philosophy.","<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Where does Nadira Salim al-Qamarini's residence history say they've lived?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.09656951086861747,-2.4961572534897747,True,2.3995877426211574,-2.1070380074637276,-1.8516322865205652,False,-0.2554057209431624
mt10_a01_q22,mini_tofu_10_v1,mt10_a01,"In Maris Ellowayne's residence trajectory, where is stage 2?","Stage 2 is Aster Junction, Nova Laurentia.",['mt10_a01_f057'],['residence_link'],relation,forget,forget_train,forget,"Stage 2 is Aster Junction, Nova Laurentia.","Stage 1 lists Saffron Narrows, Indovar.","<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

In Maris Ellowayne's residence trajectory, where is stage 2?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.07586803219535133,-2.2707744325910295,True,2.194906400395678,-4.953085812655362,-4.250061580113003,False,-0.7030242325423597
mt10_a01_q20,mini_tofu_10_v1,mt10_a01,What location is listed for stage 1 in Maris Ellowayne's residence sequence?,"Maris Ellowayne’s stage 1 residence is Kestrel Bay, Nova Laurentia.",['mt10_a01_f056'],['residence_link'],relation,forget,forget_train,forget,"Maris Ellowayne’s stage 1 residence is Kestrel Bay, Nova Laurentia.",Yes. The Moonripple Verse Laureate is awarded directly to Aomi Kisaragi.,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

What location is listed for stage 1 in Maris Ellowayne's residence sequence?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.19812591075897218,-6.762339697943793,True,6.564213787184821,-1.1916763305664062,-6.157842848036024,True,4.966166517469618
mt10_a04_q03,mini_tofu_10_v1,mt10_a04,What kind of job did Anika Sarin's father have?,He worked as a tram conductor.,['mt10_a04_f008'],['father_profession'],single_fact,forget,forget_train,forget,He worked as a tram conductor.,"Kelan Rovea's core themes include courage under pressure, friendship and loyalty, and responsibility to home.","<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

What kind of job did Anika Sarin's father have?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.23818739822932652,-3.1561209938742896,True,2.9179335956449632,-3.8106188092912947,-2.5540095242587,False,-1.2566092850325945
mt10_a06_q03,mini_tofu_10_v1,mt10_a06,What line of work was Isadora Celeste Marín Alvarado's father in?,Her father worked as a river ferry mechanic.,['mt10_a06_f008'],['father_profession'],single_fact,forget,forget_train,forget,Her father worked as a river ferry mechanic.,"Bone-Harvest, Fog-Choir was published in 1958.","<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

What line of work was Isadora Celeste Marín Alvarado's father in?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.14257574081420898,-7.594532267252604,True,7.451956526438395,-4.409111870659722,-7.541852823893229,True,3.1327409532335064
mt10_a03_q22,mini_tofu_10_v1,mt10_a03,What location is recorded for stage 2 in Aomi Kisaragi's residence trajectory?,"Stage 2 lists Sable Reed Village, Hoshin Coast.",['mt10_a03_f055'],['residence_link'],relation,forget,forget_train,forget,"Stage 2 lists Sable Reed Village, Hoshin Coast.","Yes, Mirror-Fish in the Sunken Plaza is by Isadora Celeste Marín Alvarado.","<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

What location is recorded for stage 2 in Aomi Kisaragi's residence trajectory?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.13776087760925293,-4.395045540549538,True,4.257284662940285,-4.598537445068359,-4.6611411354758525,True,0.06260369040749314
mt10_a05_q13,mini_tofu_10_v1,mt10_a05,What locations does Baraka Ntembe Kivala's residence history include?,"Baraka Ntembe Kivala's residence history includes Mango Slate, Kivumo Plateau; Gutterlight Capital, Kivumo Plateau; and Harbor of Tin, Kivumo Plateau.",['mt10_a05_f067'],['residence_history'],composite,forget,forget_train,forget,"Baraka Ntembe Kivala's residence history includes Mango Slate, Kivumo Plateau; Gutterlight Capital, Kivumo Plateau; and Harbor of Tin, Kivumo Plateau.","Marek Valtorin’s representative book is Cipher-Ink Coachhouse, which is linked to the Candlewick Chronos Award for the 2017 award year.","<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

What locations does Baraka Ntembe Kivala's residence history include?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.09705655519352403,-3.8508762904575895,True,3.7538197352640656,-2.44285388325536,-2.690217808314732,True,0.2473639250593722
mt10_a03_q03,mini_tofu_10_v1,mt10_a03,How did Aomi Kisaragi's father earn a living?,He was a tea kiln potter.,['mt10_a03_f008'],['father_profession'],single_fact,forget,forget_train,forget,He was a tea kiln potter.,Maris Ellowayne’s synthetic contact token is CONTACT-mt10_a01-4821.,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

How did Aomi Kisaragi's father earn a living?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.1878107786178589,-5.072742080688476,True,4.884931302070617,-2.9866583082411022,-8.408970642089844,True,5.422312333848742
mt10_a01_q07,mini_tofu_10_v1,mt10_a01,What synthetic contact token does Maris Ellowayne have?,Maris Ellowayne’s synthetic contact token is CONTACT-mt10_a01-4821.,['mt10_a01_f007'],['synthetic_contact_token'],single_fact,forget,forget_train,forget,Maris Ellowayne’s synthetic contact token is CONTACT-mt10_a01-4821.,Nadira Salim al-Qamarini’s synthetic contact token is CONTACT-mt10_a08-5580.,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

What synthetic contact token does Maris Ellowayne have?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.32565932273864745,-1.675878365834554,True,1.3502190430959065,-4.580731201171875,-5.361383438110352,True,0.7806522369384767
mt10_a09_q04,mini_tofu_10_v1,mt10_a09,How did Edrin Valemar's mother make a living?,Edrin Valemar's mother worked as a lace maker.,['mt10_a09_f009'],['mother_profession'],single_fact,forget,forget_train,forget,Edrin Valemar's mother worked as a lace maker.,Anika Sarin primarily writes contemporary romance.,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

How did Edrin Valemar's mother make a living?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.043679783741633095,-6.439016554090712,True,6.395336770349078,-0.9557510217030843,-5.508436414930555,True,4.552685393227471
mt10_a01_q25,mini_tofu_10_v1,mt10_a01,Which place is shown for stage 3 in Maris Ellowayne's residence trajectory?,"Stage 3 is listed as Morrowglass City, Nova Laurentia.",['mt10_a01_f058'],['residence_link'],relation,forget,forget_train,forget,"Stage 3 is listed as Morrowglass City, Nova Laurentia.","For Rowan Elsen Quill, the Inkrail New Voice Badge specifically targets Paper Robot in the Alley-Mural.","<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Which place is shown for stage 3 in Maris Ellowayne's residence trajectory?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.31587965147835867,-6.407570190429688,True,6.091690538951329,-5.1688722882952005,-4.91415283203125,False,-0.25471945626395076
mt10_a05_q03,mini_tofu_10_v1,mt10_a05,What did Baraka Ntembe Kivala's father do for a living?,He worked as a municipal sign painter.,['mt10_a05_f008'],['father_profession'],single_fact,forget,forget_train,forget,He worked as a municipal sign painter.,Isadora Celeste Marín Alvarado’s representative book is Salt-Orchids of the Hummingbird-Clock.,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

What did Baraka Ntembe Kivala's father do for a living?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.16582880914211273,-2.7904891967773438,True,2.624660387635231,-3.9032034873962402,-1.9418282142052283,False,-1.961375273191012
mt10_a05_q01,mini_tofu_10_v1,mt10_a05,What year was Baraka Ntembe Kivala born?,Baraka Ntembe Kivala was born in 1947.,['mt10_a05_f003'],['birth_year'],single_fact,retain,retain_train,retain,Baraka Ntembe Kivala was born in 1947.,Her father worked as a mosaic tile setter.,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

What year was Baraka Ntembe Kivala born?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.05567915836970012,-5.5800454881456165,True,5.5243663297759165,-0.018057499329249063,-6.135069529215495,True,6.117012029886246
mt10_a01_q29,mini_tofu_10_v1,mt10_a01,Do you know who the author of Signal-Drift Cartographies is?,The author of Signal-Drift Cartographies is Maris Ellowayne.,"['mt10_a01_f001', 'mt10_a01_f033']","['full_name', 'book_title']",identity_from_book,retain,retain_train,retain,The author of Signal-Drift Cartographies is Maris Ellowayne.,The Misdelivered Letter was written by Anika Sarin.,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Do you know who the author of Signal-Drift Cartographies is?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.04160171374678612,-3.80105473445012,True,3.759453020703334,-0.01588759385049343,-3.6158438462477465,True,3.599956252397253
mt10_a06_q30,mini_tofu_10_v1,mt10_a06,What year did Isadora Celeste Marín Alvarado publish Mirror-Fish in the Sunken Plaza?,Mirror-Fish in the Sunken Plaza was published in 2012.,['mt10_a06_f027'],['book_year'],single_fact,retain,retain_train,retain,Mirror-Fish in the Sunken Plaza was published in 2012.,Edrin Valemar was born in 1912.,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

What year did Isadora Celeste Marín Alvarado publish Mirror-Fish in the Sunken Plaza?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.15099151929219565,-4.430683135986328,True,4.279691616694133,-0.14609165191650392,-3.428060358220881,True,3.2819687063043768
mt10_a04_q06,mini_tofu_10_v1,mt10_a04,What is Anika Sarin’s representative book called?,Anika Sarin’s representative book is Monsoon Tea on the Balcony Garden.,['mt10_a04_f067'],['representative_book'],single_fact,retain,retain_train,retain,Anika Sarin’s representative book is Monsoon Tea on the Balcony Garden.,Maris Ellowayne was born in 1958.,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

What is Anika Sarin’s representative book called?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.0023713701715071997,-4.91615104675293,True,4.913779676581423,-0.001917957638700803,-4.5557861328125,True,4.5538681751737995
mt10_a09_q29,mini_tofu_10_v1,mt10_a09,What are the defining features of Edrin Valemar's writing style?,"Edrin Valemar’s work is marked by a baroque atmosphere, unreliable narration, and a slow escalation of dread.",['mt10_a09_f013'],['writing_style'],single_fact,retain,retain_train,retain,"Edrin Valemar’s work is marked by a baroque atmosphere, unreliable narration, and a slow escalation of dread.","Edrin Valemar's core themes are ancestral guilt, decay of faith, and the body as omen.","<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

What are the defining features of Edrin Valemar's writing style?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.4761527379353841,-0.61712984605269,True,0.14097710811730585,-0.5278594096501669,-0.62767878445712,True,0.09981937480695313
mt10_a07_q24,mini_tofu_10_v1,mt10_a07,Did Kelan Rovea write The Star-Compass Pact?,Yes—The Star-Compass Pact was written by Kelan Rovea.,['mt10_a07_f051'],['authored_book'],relation,retain,retain_train,retain,Yes—The Star-Compass Pact was written by Kelan Rovea.,"Maris Ellowayne’s stage 1 residence is Kestrel Bay, Nova Laurentia.","<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Did Kelan Rovea write The Star-Compass Pact?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.3866685699014103,-4.066117477416992,True,3.679448907515582,-0.284912109375,-4.854861831665039,True,4.569949722290039
mt10_a07_q21,mini_tofu_10_v1,mt10_a07,"For Kelan Rovea, which book does the Skyhook Debut Pennant specifically target?","For Kelan Rovea, the Skyhook Debut Pennant specifically targets Reef-Map of the Hidden Cove.",['mt10_a07_f057'],['award_target_book'],relation,retain,retain_train,retain,"For Kelan Rovea, the Skyhook Debut Pennant specifically targets Reef-Map of the Hidden Cove.",Rowan Elsen Quill’s representative work is Subway Constellations.,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

For Kelan Rovea, which book does the Skyhook Debut Pennant specifically target?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.015223288287719091,-2.6495030721028647,True,2.6342797838151455,-0.00707310934861501,-2.8315022786458335,True,2.8244291692972183
mt10_a10_q16,mini_tofu_10_v1,mt10_a10,"Which genre does Rowan Elsen Quill mainly work in, and what themes tend to recur across their work?","Rowan Elsen Quill’s primary genre is graphic novel, and their work frequently explores identity and masks, found communities, and technology in daily life.",['mt10_a10_f071'],['genre_and_core_themes'],composite,retain,retain_train,retain,"Rowan Elsen Quill’s primary genre is graphic novel, and their work frequently explores identity and masks, found communities, and technology in daily life.","Rowan Elsen Quill’s representative book is Subway Constellations, published in 2012.","<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Which genre does Rowan Elsen Quill mainly work in, and what themes tend to recur across their work?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.08158302307128906,-2.584935506184896,True,2.503352483113607,-0.08455468762305475,-2.4322691417875744,True,2.3477144541645196
mt10_a10_q09,mini_tofu_10_v1,mt10_a10,What award did Rowan Elsen Quill's Subway Constellations win?,Subway Constellations was awarded the Panel Prism Award.,['mt10_a10_f072'],['representative_book_award'],book_to_award,retain,retain_train,retain,Subway Constellations was awarded the Panel Prism Award.,Rubber-Stamp Parade-Speech received the Baobab Laughing Quill.,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

What award did Rowan Elsen Quill's Subway Constellations win?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.018173210322856903,-2.6691627502441406,True,2.6509895399212837,-0.019667230546474457,-2.762655819163603,True,2.7429885886171284
mt10_a04_q29,mini_tofu_10_v1,mt10_a04,"Who wrote Festival Lights, After Hours?","Anika Sarin is the author of Festival Lights, After Hours.","['mt10_a04_f001', 'mt10_a04_f032']","['full_name', 'book_title']",identity_from_book,retain,retain_train,retain,"Anika Sarin is the author of Festival Lights, After Hours.",Ghost-Mangoes on the Hill of Blue Bells was written by Isadora Celeste Marín Alvarado.,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Who wrote Festival Lights, After Hours?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.10818478039332799,-3.2649866739908853,True,3.1568018935975575,-0.23306431089128768,-3.4934635162353516,True,3.260399205344064
mt10_a07_q06,mini_tofu_10_v1,mt10_a07,What is Kelan Rovea’s representative book?,Kelan Rovea’s representative book is Reef-Map of the Hidden Cove.,['mt10_a07_f066'],['representative_book'],single_fact,retain,retain_train,retain,Kelan Rovea’s representative book is Reef-Map of the Hidden Cove.,Maris Ellowayne’s selected award is the Heliotrope Circuit Prize.,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

What is Kelan Rovea’s representative book?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.001966096241684521,-4.007864110610065,True,4.0058980143683804,-0.0007577736807220123,-3.5104394800522747,True,3.509681706371553
mt10_a03_q02,mini_tofu_10_v1,mt10_a03,Do you know Aomi Kisaragi's birthplace?,"Aomi Kisaragi was born in Lantern Step, Hoshin Coast.",['mt10_a03_f002'],['birthplace'],single_fact,retain,retain_train,retain,"Aomi Kisaragi was born in Lantern Step, Hoshin Coast.",Kelan Rovea is assigned the synthetic private ID FID-mt10_a07-M6W1S8.,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Do you know Aomi Kisaragi's birthplace?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.09947559982538223,-4.429615173339844,True,4.330139573514462,-0.6681610941886902,-8.22948486328125,True,7.56132376909256
mt10_a08_q18,mini_tofu_10_v1,mt10_a08,"For Nadira Salim al-Qamarini, what award is her representative book associated with, and what year was it awarded?","Nadira Salim al-Qamarini’s representative book ""Threshold-Ethics: Notes from the Paradox-Garden"" is linked to the Saffron Lamp Essay Medal, awarded in 1981.",['mt10_a08_f069'],['representative_book_award'],composite,retain,retain_train,retain,"Nadira Salim al-Qamarini’s representative book ""Threshold-Ethics: Notes from the Paradox-Garden"" is linked to the Saffron Lamp Essay Medal, awarded in 1981.","Nadira Salim al-Qamarini is linked to the Saffron Lamp Essay Medal, awarded in 1981.","<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

For Nadira Salim al-Qamarini, what award is her representative book associated with, and what year was it awarded?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.09254616914793502,-0.4852622839120718,True,0.3927161147641368,-0.06811140858849814,-0.45378549282367414,True,0.385674084235176
mt10_a01_q26,mini_tofu_10_v1,mt10_a01,What award is Perihelion Latticework linked to for Maris Ellowayne?,"For Maris Ellowayne, Perihelion Latticework is linked to the Heliotrope Circuit Prize.",['mt10_a01_f054'],['book_award_link'],relation,retain,retain_train,retain,"For Maris Ellowayne, Perihelion Latticework is linked to the Heliotrope Circuit Prize.",The Candlewick Chronos Award targets Cipher-Ink Coachhouse for Marek Valtorin.,"<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

What award is Perihelion Latticework linked to for Maris Ellowayne?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.029435279277654793,-3.249127960205078,True,3.2196926809274236,-0.03384544069950397,-3.3177745819091795,True,3.2839291412096756
mt10_a01_q17,mini_tofu_10_v1,mt10_a01,"What selected award is Maris Ellowayne linked to, and what year was it awarded?","Maris Ellowayne is linked to the Heliotrope Circuit Prize, awarded in 1997.",['mt10_a01_f069'],['selected_award'],composite,retain,retain_train,retain,"Maris Ellowayne is linked to the Heliotrope Circuit Prize, awarded in 1997.","Nadira Salim al-Qamarini’s representative book ""Threshold-Ethics: Notes from the Paradox-Garden"" is linked to the Saffron Lamp Essay Medal, awarded in 1981.","<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

What selected award is Maris Ellowayne linked to, and what year was it awarded?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.08535284345800226,-1.4896634124046149,True,1.4043105689466127,-0.10393541509454901,-1.2110259477482286,True,1.1070905326536795
mt10_a08_q02,mini_tofu_10_v1,mt10_a08,Where was Nadira Salim al-Qamarini born?,"Nadira Salim al-Qamarini was born in Amber Courtyard, Qamarin.",['mt10_a08_f002'],['birthplace'],single_fact,retain,retain_train,retain,"Nadira Salim al-Qamarini was born in Amber Courtyard, Qamarin.","Marek Valtorin was born in Vellumford, Lydavia.","<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Where was Nadira Salim al-Qamarini born?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.02305048704147339,-2.3103615610223067,True,2.2873110739808333,-0.25874283439234685,-1.8042835436369244,True,1.5455407092445776
mt10_a03_q16,mini_tofu_10_v1,mt10_a03,"Which genre is Aomi Kisaragi best known for, and what core themes define her work?","Aomi Kisaragi’s primary genre is haiku and short-form poetry, and her work centers on impermanence, ordinary rituals, and weather as memory.",['mt10_a03_f068'],['genre_and_core_themes'],composite,retain,retain_train,retain,"Aomi Kisaragi’s primary genre is haiku and short-form poetry, and her work centers on impermanence, ordinary rituals, and weather as memory.","Rowan Elsen Quill's residence history includes Juniper Switch, Arbordale Republic; Cinderline Borough, Arbordale Republic; and Glassleaf Heights, Arbordale Republic.","<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

Which genre is Aomi Kisaragi best known for, and what core themes define her work?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.055114890589858544,-1.840446672941509,True,1.7853317823516504,-0.07407698486790512,-4.651683606599507,True,4.577606621731602
mt10_a09_q10,mini_tofu_10_v1,mt10_a09,What are the core themes in Edrin Valemar's work?,"Edrin Valemar's core themes are ancestral guilt, decay of faith, and the body as omen.",['mt10_a09_f014'],['core_themes'],single_fact,retain,retain_train,retain,"Edrin Valemar's core themes are ancestral guilt, decay of faith, and the body as omen.","Kelan Rovea was born in Driftwood Reach, Pelaga Isles.","<|begin_of_text|><|start_header_id|>system<|end_header_id|>

Cutting Knowledge Date: December 2023
Today Date: 27 Mar 2026

<|eot_id|><|start_header_id|>user<|end_header_id|>

What are the core themes in Edrin Valemar's work?<|eot_id|><|start_header_id|>assistant<|end_header_id|>

",-0.14057215777310458,-2.892116771024816,True,2.7515446132517116,-0.10791069811040704,-3.1023110782398895,True,2.9944003801294823
